loan_id,installment_no,due_date,due_principal,due_fee_interest,due_total,scheduled_balance_after
4670,2,2025-10-13,304.34,13.74,318.08,1244.6
4670,3,2025-11-13,307.04,11.04,318.08,937.56
4670,4,2025-12-13,309.76,8.32,318.08,627.8
4670,5,2026-01-13,312.51,5.57,318.08,315.29
4670,6,2026-02-13,315.29,2.8,318.09,0.0
4671,1,2025-09-17,130.37,8.65,139.02,403.91
4671,2,2025-10-17,132.48,6.54,139.02,271.43
4671,3,2025-11-17,134.62,4.4,139.02,136.81
4671,4,2025-12-17,136.81,2.22,139.03,0.0
4672,1,2025-09-30,44.81,2.3,47.11,137.86
4672,2,2025-10-30,45.38,1.74,47.12,92.48
4672,3,2025-11-30,45.95,1.16,47.11,46.53
4672,4,2025-12-30,46.53,0.59,47.12,0.0
4673,1,2025-09-08,112.14,3.89,116.03,342.22
4673,2,2025-10-08,113.1,2.93,116.03,229.12
4673,3,2025-11-08,114.07,1.96,116.03,115.05
4673,4,2025-12-08,115.05,0.99,116.04,0.0
4674,1,2025-09-30,274.09,10.46,284.55,837.85
4674,2,2025-10-31,276.67,7.88,284.55,561.18
4674,3,2025-11-30,279.27,5.28,284.55,281.91
4674,4,2025-12-31,281.91,2.65,284.56,0.0
4675,1,2025-09-08,79.81,12.73,92.54,946.03
4675,2,2025-10-08,80.8,11.74,92.54,865.23
4675,3,2025-11-08,81.8,10.74,92.54,783.43
4675,4,2025-12-08,82.82,9.72,92.54,700.61
4675,5,2026-01-08,83.84,8.69,92.53,616.77
4675,6,2026-02-08,84.88,7.65,92.53,531.89
4675,7,2026-03-08,85.94,6.6,92.54,445.95
4675,8,2026-04-08,87.0,5.53,92.53,358.95
4675,9,2026-05-08,88.08,4.45,92.53,270.87
4675,10,2026-06-08,89.18,3.36,92.54,181.69
4675,11,2026-07-08,90.28,2.25,92.53,91.41
4675,12,2026-08-08,91.41,1.13,92.54,0.0
4676,1,2025-09-03,169.75,9.82,179.57,873.05
4676,2,2025-10-03,171.35,8.22,179.57,701.7
4676,3,2025-11-03,172.96,6.61,179.57,528.74
4676,4,2025-12-03,174.59,4.98,179.57,354.15
4676,5,2026-01-03,176.24,3.34,179.58,177.91
4676,6,2026-02-03,177.91,1.68,179.59,0.0
4677,1,2025-09-02,34.25,7.66,41.91,417.33
4677,2,2025-10-02,34.83,7.08,41.91,382.5
4677,3,2025-11-02,35.42,6.49,41.91,347.08
4677,4,2025-12-02,36.02,5.89,41.91,311.06
4677,5,2026-01-02,36.63,5.28,41.91,274.43
4677,6,2026-02-02,37.25,4.65,41.9,237.18
4677,7,2026-03-02,37.89,4.02,41.91,199.29
4677,8,2026-04-02,38.53,3.38,41.91,160.76
4677,9,2026-05-02,39.18,2.73,41.91,121.58
4677,10,2026-06-02,39.85,2.06,41.91,81.73
4677,11,2026-07-02,40.52,1.39,41.91,41.21
4677,12,2026-08-02,41.21,0.7,41.91,0.0
4678,1,2025-09-01,126.32,9.53,135.85,655.07
4678,2,2025-10-01,127.86,7.99,135.85,527.21
4678,3,2025-11-01,129.42,6.43,135.85,397.79
4678,4,2025-12-01,131.0,4.85,135.85,266.79
4678,5,2026-01-01,132.59,3.25,135.84,134.2
4678,6,2026-02-01,134.2,1.64,135.84,0.0
4679,1,2025-09-06,206.55,8.83,215.38,632.76
4679,2,2025-10-06,208.72,6.66,215.38,424.04
4679,3,2025-11-06,210.91,4.46,215.37,213.13
4679,4,2025-12-06,213.13,2.24,215.37,0.0
4680,1,2025-09-25,22.32,3.0,25.32,261.66
4680,2,2025-10-25,22.56,2.76,25.32,239.1
4680,3,2025-11-25,22.8,2.52,25.32,216.3
4680,4,2025-12-25,23.04,2.28,25.32,193.26
4680,5,2026-01-25,23.28,2.04,25.32,169.98
4680,6,2026-02-25,23.53,1.79,25.32,146.45
4680,7,2026-03-25,23.77,1.55,25.32,122.68
4680,8,2026-04-25,24.03,1.29,25.32,98.65
4680,9,2026-05-25,24.28,1.04,25.32,74.37
4680,10,2026-06-25,24.54,0.79,25.33,49.83
4680,11,2026-07-25,24.79,0.53,25.32,25.04
4680,12,2026-08-25,25.04,0.26,25.3,0.0
4681,1,2025-09-30,146.58,11.09,157.67,760.24
4681,2,2025-10-30,148.37,9.3,157.67,611.87
4681,3,2025-11-30,150.19,7.48,157.67,461.68
4681,4,2025-12-30,152.03,5.65,157.68,309.65
4681,5,2026-01-30,153.89,3.79,157.68,155.76
4681,6,2026-02-28,155.76,1.91,157.67,0.0
4682,1,2025-09-09,97.55,5.18,102.73,500.57
4682,2,2025-10-09,98.4,4.33,102.73,402.17
4682,3,2025-11-09,99.25,3.48,102.73,302.92
4682,4,2025-12-09,100.11,2.62,102.73,202.81
4682,5,2026-01-09,100.97,1.76,102.73,101.84
4682,6,2026-02-09,101.84,0.88,102.72,0.0
4683,1,2025-09-23,124.31,5.1,129.41,380.49
4683,2,2025-10-23,125.56,3.84,129.4,254.93
4683,3,2025-11-23,126.83,2.57,129.4,128.1
4683,4,2025-12-23,128.1,1.29,129.39,0.0
4684,1,2025-09-30,122.11,6.54,128.65,376.04
4684,2,2025-10-30,123.71,4.93,128.64,252.33
4684,3,2025-11-30,125.34,3.31,128.65,126.99
4684,4,2025-12-30,126.99,1.67,128.66,0.0
4685,1,2025-09-05,239.86,9.65,249.51,733.93
4685,2,2025-10-05,242.24,7.27,249.51,491.69
4685,3,2025-11-05,244.64,4.87,249.51,247.05
4685,4,2025-12-05,247.05,2.45,249.5,0.0
4686,1,2025-09-21,313.44,12.9,326.34,959.5
4686,2,2025-10-21,316.61,9.73,326.34,642.89
4686,3,2025-11-21,319.82,6.52,326.34,323.07
4686,4,2025-12-21,323.07,3.27,326.34,0.0
4687,1,2025-09-20,136.3,7.69,143.99,700.5
4687,2,2025-10-20,137.55,6.44,143.99,562.95
4687,3,2025-11-20,138.81,5.18,143.99,424.14
4687,4,2025-12-20,140.09,3.9,143.99,284.05
4687,5,2026-01-20,141.38,2.61,143.99,142.67
4687,6,2026-02-20,142.67,1.31,143.98,0.0
4688,1,2025-09-18,52.02,4.07,56.09,270.16
4688,2,2025-10-18,52.68,3.41,56.09,217.48
4688,3,2025-11-18,53.35,2.75,56.1,164.13
4688,4,2025-12-18,54.02,2.07,56.09,110.11
4688,5,2026-01-18,54.71,1.39,56.1,55.4
4688,6,2026-02-18,55.4,0.7,56.1,0.0
4689,1,2025-09-13,63.83,5.31,69.14,332.23
4689,2,2025-10-13,64.69,4.45,69.14,267.54
4689,3,2025-11-13,65.55,3.59,69.14,201.99
4689,4,2025-12-13,66.43,2.71,69.14,135.56
4689,5,2026-01-13,67.32,1.82,69.14,68.24
4689,6,2026-02-13,68.24,0.91,69.15,0.0
4690,1,2025-09-26,324.24,16.18,340.42,1661.24
4690,2,2025-10-26,326.88,13.54,340.42,1334.36
4690,3,2025-11-26,329.54,10.87,340.41,1004.82
4690,4,2025-12-26,332.23,8.19,340.42,672.59
4690,5,2026-01-26,334.93,5.48,340.41,337.66
4690,6,2026-02-26,337.66,2.75,340.41,0.0
4691,1,2025-09-22,128.84,4.76,133.6,393.61
4691,2,2025-10-22,130.01,3.59,133.6,263.6
4691,3,2025-11-22,131.2,2.4,133.6,132.4
4691,4,2025-12-22,132.4,1.21,133.61,0.0
4692,1,2025-09-15,51.12,5.71,56.83,269.6
4692,2,2025-10-15,52.03,4.8,56.83,217.57
4692,3,2025-11-15,52.96,3.87,56.83,164.61
4692,4,2025-12-15,53.9,2.93,56.83,110.71
4692,5,2026-01-15,54.86,1.97,56.83,55.85
4692,6,2026-02-15,55.85,0.99,56.84,0.0
4693,1,2025-09-28,34.3,3.68,37.98,180.5
4693,2,2025-10-28,34.88,3.09,37.97,145.62
4693,3,2025-11-28,35.48,2.49,37.97,110.14
4693,4,2025-12-28,36.09,1.88,37.97,74.05
4693,5,2026-01-28,36.71,1.27,37.98,37.34
4693,6,2026-02-28,37.34,0.64,37.98,0.0
4694,1,2025-09-01,118.52,5.81,124.33,606.96
4694,2,2025-10-01,119.46,4.86,124.32,487.5
4694,3,2025-11-01,120.42,3.9,124.32,367.08
4694,4,2025-12-01,121.39,2.94,124.33,245.69
4694,5,2026-01-01,122.36,1.97,124.33,123.33
4694,6,2026-02-01,123.33,0.99,124.32,0.0
4695,1,2025-09-05,141.95,5.59,147.54,434.19
4695,2,2025-10-05,143.33,4.21,147.54,290.86
4695,3,2025-11-05,144.72,2.82,147.54,146.14
4695,4,2025-12-05,146.14,1.42,147.56,0.0
4696,1,2025-09-26,125.07,7.58,132.65,644.07
4696,2,2025-10-26,126.3,6.35,132.65,517.77
4696,3,2025-11-26,127.54,5.1,132.64,390.23
4696,4,2025-12-26,128.8,3.85,132.65,261.43
4696,5,2026-01-26,130.07,2.58,132.65,131.36
4696,6,2026-02-26,131.36,1.29,132.65,0.0
4697,1,2025-09-10,53.26,3.53,56.79,275.01
4697,2,2025-10-10,53.83,2.96,56.79,221.18
4697,3,2025-11-10,54.41,2.38,56.79,166.77
4697,4,2025-12-10,55.0,1.79,56.79,111.77
4697,5,2026-01-10,55.59,1.2,56.79,56.18
4697,6,2026-02-10,56.18,0.6,56.78,0.0
4698,1,2025-09-22,65.78,6.62,72.4,345.13
4698,2,2025-10-22,66.84,5.56,72.4,278.29
4698,3,2025-11-22,67.91,4.48,72.39,210.38
4698,4,2025-12-22,69.01,3.39,72.4,141.37
4698,5,2026-01-22,70.12,2.28,72.4,71.25
4698,6,2026-02-22,71.25,1.15,72.4,0.0
4699,1,2025-09-27,176.13,10.45,186.58,906.48
4699,2,2025-10-27,177.83,8.75,186.58,728.65
4699,3,2025-11-27,179.55,7.03,186.58,549.1
4699,4,2025-12-27,181.28,5.3,186.58,367.82
4699,5,2026-01-27,183.03,3.55,186.58,184.79
4699,6,2026-02-27,184.79,1.78,186.57,0.0
4700,1,2025-09-25,167.59,9.91,177.5,862.43
4700,2,2025-10-25,169.2,8.3,177.5,693.23
4700,3,2025-11-25,170.83,6.67,177.5,522.4
4700,4,2025-12-25,172.47,5.02,177.49,349.93
4700,5,2026-01-25,174.13,3.37,177.5,175.8
4700,6,2026-02-25,175.8,1.69,177.49,0.0
4701,1,2025-09-02,50.76,6.24,57.0,591.99
4701,2,2025-10-02,51.25,5.75,57.0,540.74
4701,3,2025-11-02,51.75,5.25,57.0,488.99
4701,4,2025-12-02,52.26,4.75,57.01,436.73
4701,5,2026-01-02,52.76,4.24,57.0,383.97
4701,6,2026-02-02,53.27,3.73,57.0,330.7
4701,7,2026-03-02,53.79,3.21,57.0,276.91
4701,8,2026-04-02,54.31,2.69,57.0,222.6
4701,9,2026-05-02,54.84,2.16,57.0,167.76
4701,10,2026-06-02,55.37,1.63,57.0,112.39
4701,11,2026-07-02,55.91,1.09,57.0,56.48
4701,12,2026-08-02,56.48,0.55,57.03,0.0
4702,1,2025-09-15,133.32,6.92,140.24,683.71
4702,2,2025-10-15,134.45,5.79,140.24,549.26
4702,3,2025-11-15,135.58,4.65,140.23,413.68
4702,4,2025-12-15,136.73,3.5,140.23,276.95
4702,5,2026-01-15,137.89,2.35,140.24,139.06
4702,6,2026-02-15,139.06,1.18,140.24,0.0
4703,1,2025-09-03,125.27,5.88,131.15,384.52
4703,2,2025-10-03,126.71,4.43,131.14,257.81
4703,3,2025-11-03,128.17,2.97,131.14,129.64
4703,4,2025-12-03,129.64,1.49,131.13,0.0
4704,1,2025-09-30,63.16,7.1,70.26,733.11
4704,2,2025-10-31,63.73,6.54,70.27,669.38
4704,3,2025-11-30,64.3,5.97,70.27,605.08
4704,4,2025-12-31,64.87,5.39,70.26,540.21
4704,5,2026-01-31,65.45,4.82,70.27,474.76
4704,6,2026-02-28,66.03,4.23,70.26,408.73
4704,7,2026-03-31,66.62,3.64,70.26,342.11
4704,8,2026-04-30,67.21,3.05,70.26,274.9
4704,9,2026-05-31,67.81,2.45,70.26,207.09
4704,10,2026-06-30,68.42,1.85,70.27,138.67
4704,11,2026-07-31,69.03,1.24,70.27,69.64
4704,12,2026-08-31,69.64,0.62,70.26,0.0
4705,1,2025-09-15,259.8,9.15,268.95,793.03
4705,2,2025-10-15,262.06,6.89,268.95,530.97
4705,3,2025-11-15,264.34,4.62,268.96,266.63
4705,4,2025-12-15,266.63,2.32,268.95,0.0
4706,1,2025-09-27,69.8,6.52,76.32,365.05
4706,2,2025-10-27,70.85,5.48,76.33,294.2
4706,3,2025-11-27,71.91,4.41,76.32,222.29
4706,4,2025-12-27,72.99,3.33,76.32,149.3
4706,5,2026-01-27,74.09,2.24,76.33,75.21
4706,6,2026-02-27,75.21,1.13,76.34,0.0
4707,1,2025-09-14,119.32,5.43,124.75,366.03
4707,2,2025-10-14,120.65,4.1,124.75,245.38
4707,3,2025-11-14,122.0,2.75,124.75,123.38
4707,4,2025-12-14,123.38,1.38,124.76,0.0
4708,1,2025-09-28,208.14,7.57,215.71,635.67
4708,2,2025-10-28,210.0,5.7,215.7,425.67
4708,3,2025-11-28,211.89,3.82,215.71,213.78
4708,4,2025-12-28,213.78,1.92,215.7,0.0
4709,1,2025-09-09,41.37,2.68,44.05,213.48
4709,2,2025-10-09,41.81,2.25,44.06,171.67
4709,3,2025-11-09,42.25,1.81,44.06,129.42
4709,4,2025-12-09,42.69,1.36,44.05,86.73
4709,5,2026-01-09,43.14,0.91,44.05,43.59
4709,6,2026-02-09,43.59,0.46,44.05,0.0
4710,1,2025-09-19,159.22,6.23,165.45,486.94
4710,2,2025-10-19,160.76,4.7,165.46,326.18
4710,3,2025-11-19,162.31,3.15,165.46,163.87
4710,4,2025-12-19,163.87,1.58,165.45,0.0
4711,1,2025-09-18,128.17,7.61,135.78,659.64
4711,2,2025-10-18,129.4,6.37,135.77,530.24
4711,3,2025-11-18,130.65,5.12,135.77,399.59
4711,4,2025-12-18,131.92,3.86,135.78,267.67
4711,5,2026-01-18,133.19,2.59,135.78,134.48
4711,6,2026-02-18,134.48,1.3,135.78,0.0
4712,1,2025-09-03,147.32,7.74,155.06,755.75
4712,2,2025-10-03,148.58,6.48,155.06,607.17
4712,3,2025-11-03,149.86,5.21,155.07,457.31
4712,4,2025-12-03,151.14,3.92,155.06,306.17
4712,5,2026-01-03,152.44,2.62,155.06,153.73
4712,6,2026-02-03,153.73,1.32,155.05,0.0
4713,1,2025-09-30,64.66,8.96,73.62,759.45
4713,2,2025-10-30,65.37,8.26,73.63,694.08
4713,3,2025-11-30,66.08,7.55,73.63,628.0
4713,4,2025-12-30,66.8,6.83,73.63,561.2
4713,5,2026-01-30,67.52,6.1,73.62,493.68
4713,6,2026-02-28,68.26,5.37,73.63,425.42
4713,7,2026-03-30,69.0,4.63,73.63,356.42
4713,8,2026-04-30,69.75,3.88,73.63,286.67
4713,9,2026-05-30,70.51,3.12,73.63,216.16
4713,10,2026-06-30,71.28,2.35,73.63,144.88
4713,11,2026-07-30,72.05,1.58,73.63,72.83
4713,12,2026-08-30,72.83,0.79,73.62,0.0
4714,1,2025-09-21,162.45,9.04,171.49,834.6
4714,2,2025-10-21,163.92,7.57,171.49,670.68
4714,3,2025-11-21,165.41,6.08,171.49,505.27
4714,4,2025-12-21,166.91,4.58,171.49,338.36
4714,5,2026-01-21,168.42,3.07,171.49,169.94
4714,6,2026-02-21,169.94,1.54,171.48,0.0
4715,1,2025-09-24,141.95,7.78,149.73,437.4
4715,2,2025-10-24,143.86,5.88,149.74,293.54
4715,3,2025-11-24,145.79,3.94,149.73,147.75
4715,4,2025-12-24,147.75,1.99,149.74,0.0
4716,1,2025-09-08,147.19,5.79,152.98,450.2
4716,2,2025-10-08,148.62,4.36,152.98,301.58
4716,3,2025-11-08,150.06,2.92,152.98,151.52
4716,4,2025-12-08,151.52,1.47,152.99,0.0
4717,1,2025-09-25,184.55,9.1,193.65,567.15
4717,2,2025-10-25,186.78,6.87,193.65,380.37
4717,3,2025-11-25,189.04,4.6,193.64,191.33
4717,4,2025-12-25,191.33,2.32,193.65,0.0
4718,1,2025-09-18,84.55,3.27,87.82,258.52
4718,2,2025-10-18,85.36,2.46,87.82,173.16
4718,3,2025-11-18,86.17,1.65,87.82,86.99
4718,4,2025-12-18,86.99,0.83,87.82,0.0
4719,1,2025-09-17,80.39,3.54,83.93,246.42
4719,2,2025-10-17,81.26,2.67,83.93,165.16
4719,3,2025-11-17,82.14,1.79,83.93,83.02
4719,4,2025-12-17,83.02,0.9,83.92,0.0
4720,1,2025-09-09,127.36,7.81,135.17,656.1
4720,2,2025-10-09,128.63,6.54,135.17,527.47
4720,3,2025-11-09,129.91,5.26,135.17,397.56
4720,4,2025-12-09,131.21,3.96,135.17,266.35
4720,5,2026-01-09,132.51,2.66,135.17,133.84
4720,6,2026-02-09,133.84,1.33,135.17,0.0
4721,1,2025-09-19,109.82,6.42,116.24,564.97
4721,2,2025-10-19,110.86,5.38,116.24,454.11
4721,3,2025-11-19,111.92,4.32,116.24,342.19
4721,4,2025-12-19,112.98,3.26,116.24,229.21
4721,5,2026-01-19,114.06,2.18,116.24,115.15
4721,6,2026-02-19,115.15,1.1,116.25,0.0
4722,1,2025-09-19,171.69,6.39,178.08,524.58
4722,2,2025-10-19,173.26,4.82,178.08,351.32
4722,3,2025-11-19,174.85,3.22,178.07,176.47
4722,4,2025-12-19,176.47,1.62,178.09,0.0
4723,1,2025-09-18,131.44,5.37,136.81,402.3
4723,2,2025-10-18,132.76,4.05,136.81,269.54
4723,3,2025-11-18,134.1,2.71,136.81,135.44
4723,4,2025-12-18,135.44,1.36,136.8,0.0
4724,1,2025-09-25,36.36,7.03,43.39,437.37
4724,2,2025-10-25,36.9,6.5,43.4,400.47
4724,3,2025-11-25,37.44,5.95,43.39,363.03
4724,4,2025-12-25,38.0,5.39,43.39,325.03
4724,5,2026-01-25,38.56,4.83,43.39,286.47
4724,6,2026-02-25,39.14,4.25,43.39,247.33
4724,7,2026-03-25,39.72,3.67,43.39,207.61
4724,8,2026-04-25,40.31,3.08,43.39,167.3
4724,9,2026-05-25,40.91,2.48,43.39,126.39
4724,10,2026-06-25,41.51,1.88,43.39,84.88
4724,11,2026-07-25,42.13,1.26,43.39,42.75
4724,12,2026-08-25,42.75,0.63,43.38,0.0
4725,1,2025-09-14,82.43,3.25,85.68,252.13
4725,2,2025-10-14,83.23,2.45,85.68,168.9
4725,3,2025-11-14,84.04,1.64,85.68,84.86
4725,4,2025-12-14,84.86,0.82,85.68,0.0
4726,1,2025-09-13,115.84,11.37,127.21,607.08
4726,2,2025-10-13,117.66,9.55,127.21,489.42
4726,3,2025-11-13,119.51,7.7,127.21,369.91
4726,4,2025-12-13,121.39,5.82,127.21,248.52
4726,5,2026-01-13,123.3,3.91,127.21,125.22
4726,6,2026-02-13,125.22,1.97,127.19,0.0
4727,1,2025-09-12,16.26,2.68,18.94,193.14
4727,2,2025-10-12,16.46,2.47,18.93,176.68
4727,3,2025-11-12,16.67,2.26,18.93,160.01
4727,4,2025-12-12,16.89,2.05,18.94,143.12
4727,5,2026-01-12,17.1,1.83,18.93,126.02
4727,6,2026-02-12,17.32,1.61,18.93,108.7
4727,7,2026-03-12,17.54,1.39,18.93,91.16
4727,8,2026-04-12,17.77,1.17,18.94,73.39
4727,9,2026-05-12,18.0,0.94,18.94,55.39
4727,10,2026-06-12,18.23,0.71,18.94,37.16
4727,11,2026-07-12,18.46,0.48,18.94,18.7
4727,12,2026-08-12,18.7,0.24,18.94,0.0
4728,1,2025-09-17,76.09,5.32,81.41,236.14
4728,2,2025-10-17,77.39,4.02,81.41,158.75
4728,3,2025-11-17,78.71,2.71,81.42,80.04
4728,4,2025-12-17,80.04,1.36,81.4,0.0
4729,1,2025-09-19,256.6,17.73,274.33,796.02
4729,2,2025-10-19,260.92,13.41,274.33,535.1
4729,3,2025-11-19,265.32,9.01,274.33,269.78
4729,4,2025-12-19,269.78,4.54,274.32,0.0
4730,1,2025-09-16,42.07,5.2,47.27,490.72
4730,2,2025-10-16,42.48,4.79,47.27,448.24
4730,3,2025-11-16,42.89,4.37,47.26,405.35
4730,4,2025-12-16,43.31,3.95,47.26,362.04
4730,5,2026-01-16,43.73,3.53,47.26,318.31
4730,6,2026-02-16,44.16,3.1,47.26,274.15
4730,7,2026-03-16,44.59,2.67,47.26,229.56
4730,8,2026-04-16,45.02,2.24,47.26,184.54
4730,9,2026-05-16,45.46,1.8,47.26,139.08
4730,10,2026-06-16,45.91,1.36,47.27,93.17
4730,11,2026-07-16,46.35,0.91,47.26,46.82
4730,12,2026-08-16,46.82,0.46,47.28,0.0
4731,1,2025-09-03,106.6,6.4,113.0,548.85
4731,2,2025-10-03,107.65,5.36,113.01,441.2
4731,3,2025-11-03,108.7,4.31,113.01,332.5
4731,4,2025-12-03,109.76,3.25,113.01,222.74
4731,5,2026-01-03,110.83,2.17,113.0,111.91
4731,6,2026-02-03,111.91,1.09,113.0,0.0
4732,1,2025-09-30,22.27,3.57,25.84,264.1
4732,2,2025-10-30,22.55,3.29,25.84,241.55
4732,3,2025-11-30,22.83,3.01,25.84,218.72
4732,4,2025-12-30,23.11,2.73,25.84,195.61
4732,5,2026-01-30,23.4,2.44,25.84,172.21
4732,6,2026-02-28,23.7,2.15,25.85,148.51
4732,7,2026-03-30,23.99,1.85,25.84,124.52
4732,8,2026-04-30,24.29,1.55,25.84,100.23
4732,9,2026-05-30,24.59,1.25,25.84,75.64
4732,10,2026-06-30,24.9,0.94,25.84,50.74
4732,11,2026-07-30,25.21,0.63,25.84,25.53
4732,12,2026-08-30,25.53,0.32,25.85,0.0
4733,1,2025-09-20,84.97,5.26,90.23,437.85
4733,2,2025-10-20,85.83,4.4,90.23,352.02
4733,3,2025-11-20,86.69,3.54,90.23,265.33
4733,4,2025-12-20,87.56,2.67,90.23,177.77
4733,5,2026-01-20,88.44,1.79,90.23,89.33
4733,6,2026-02-20,89.33,0.9,90.23,0.0
4734,1,2025-09-04,40.46,3.33,43.79,210.52
4734,2,2025-10-04,41.0,2.8,43.8,169.52
4734,3,2025-11-04,41.54,2.25,43.79,127.98
4734,4,2025-12-04,42.1,1.7,43.8,85.88
4734,5,2026-01-04,42.66,1.14,43.8,43.22
4734,6,2026-02-04,43.22,0.57,43.79,0.0
4735,1,2025-09-23,101.45,11.22,112.67,534.71
4735,2,2025-10-23,103.24,9.43,112.67,431.47
4735,3,2025-11-23,105.06,7.61,112.67,326.41
4735,4,2025-12-23,106.91,5.76,112.67,219.5
4735,5,2026-01-23,108.8,3.87,112.67,110.7
4735,6,2026-02-23,110.7,1.95,112.65,0.0
4736,1,2025-09-10,61.34,8.63,69.97,721.01
4736,2,2025-10-10,62.01,7.95,69.96,659.0
4736,3,2025-11-10,62.7,7.27,69.97,596.3
4736,4,2025-12-10,63.39,6.58,69.97,532.91
4736,5,2026-01-10,64.09,5.88,69.97,468.82
4736,6,2026-02-10,64.79,5.17,69.96,404.03
4736,7,2026-03-10,65.51,4.46,69.97,338.52
4736,8,2026-04-10,66.23,3.73,69.96,272.29
4736,9,2026-05-10,66.96,3.0,69.96,205.33
4736,10,2026-06-10,67.7,2.26,69.96,137.63
4736,11,2026-07-10,68.44,1.52,69.96,69.19
4736,12,2026-08-10,69.19,0.76,69.95,0.0
4737,1,2025-09-09,160.06,8.14,168.2,492.25
4737,2,2025-10-09,162.05,6.14,168.19,330.2
4737,3,2025-11-09,164.08,4.12,168.2,166.12
4737,4,2025-12-09,166.12,2.07,168.19,0.0
4738,1,2025-09-19,145.72,6.3,152.02,446.53
4738,2,2025-10-19,147.27,4.75,152.02,299.26
4738,3,2025-11-19,148.84,3.18,152.02,150.42
4738,4,2025-12-19,150.42,1.6,152.02,0.0
4739,1,2025-09-19,233.45,8.4,241.85,712.87
4739,2,2025-10-19,235.52,6.33,241.85,477.35
4739,3,2025-11-19,237.62,4.24,241.86,239.73
4739,4,2025-12-19,239.73,2.13,241.86,0.0
4740,1,2025-09-13,121.69,5.92,127.61,373.88
4740,2,2025-10-13,123.15,4.47,127.62,250.73
4740,3,2025-11-13,124.62,2.99,127.61,126.11
4740,4,2025-12-13,126.11,1.51,127.62,0.0
4741,1,2025-09-18,196.02,8.23,204.25,600.31
4741,2,2025-10-18,198.05,6.2,204.25,402.26
4741,3,2025-11-18,200.1,4.16,204.26,202.16
4741,4,2025-12-18,202.16,2.09,204.25,0.0
4742,1,2025-09-30,213.68,12.57,226.25,1099.49
4742,2,2025-10-30,215.73,10.52,226.25,883.76
4742,3,2025-11-30,217.79,8.46,226.25,665.97
4742,4,2025-12-30,219.88,6.37,226.25,446.09
4742,5,2026-01-30,221.98,4.27,226.25,224.11
4742,6,2026-02-28,224.11,2.14,226.25,0.0
4743,1,2025-09-13,246.48,13.54,260.02,1265.89
4743,2,2025-10-13,248.69,11.33,260.02,1017.2
4743,3,2025-11-13,250.91,9.11,260.02,766.29
4743,4,2025-12-13,253.16,6.86,260.02,513.13
4743,5,2026-01-13,255.43,4.59,260.02,257.7
4743,6,2026-02-13,257.7,2.31,260.01,0.0
4744,1,2025-09-26,134.29,7.42,141.71,689.78
4744,2,2025-10-26,135.5,6.21,141.71,554.28
4744,3,2025-11-26,136.72,4.99,141.71,417.56
4744,4,2025-12-26,137.95,3.76,141.71,279.61
4744,5,2026-01-26,139.19,2.52,141.71,140.42
4744,6,2026-02-26,140.42,1.26,141.68,0.0
4745,1,2025-09-15,138.21,9.36,147.57,714.15
4745,2,2025-10-15,139.73,7.84,147.57,574.42
4745,3,2025-11-15,141.26,6.31,147.57,433.16
4745,4,2025-12-15,142.81,4.76,147.57,290.35
4745,5,2026-01-15,144.38,3.19,147.57,145.97
4745,6,2026-02-15,145.97,1.6,147.57,0.0
4746,1,2025-09-30,146.13,5.22,151.35,446.16
4746,2,2025-10-31,147.42,3.93,151.35,298.74
4746,3,2025-11-30,148.72,2.63,151.35,150.02
4746,4,2025-12-31,150.02,1.32,151.34,0.0
4747,1,2025-09-26,33.5,2.56,36.06,173.82
4747,2,2025-10-26,33.92,2.15,36.07,139.9
4747,3,2025-11-26,34.33,1.73,36.06,105.57
4747,4,2025-12-26,34.76,1.3,36.06,70.81
4747,5,2026-01-26,35.19,0.87,36.06,35.62
4747,6,2026-02-26,35.62,0.44,36.06,0.0
4748,1,2025-09-17,80.2,3.13,83.33,245.24
4748,2,2025-10-17,80.97,2.36,83.33,164.27
4748,3,2025-11-17,81.75,1.58,83.33,82.52
4748,4,2025-12-17,82.52,0.79,83.31,0.0
4749,1,2025-09-12,155.62,11.65,167.27,484.09
4749,2,2025-10-12,158.46,8.82,167.28,325.63
4749,3,2025-11-12,161.35,5.93,167.28,164.28
4749,4,2025-12-12,164.28,2.99,167.27,0.0
4750,1,2025-09-11,193.9,12.36,206.26,1000.06
4750,2,2025-10-11,195.91,10.35,206.26,804.15
4750,3,2025-11-11,197.94,8.32,206.26,606.21
4750,4,2025-12-11,199.99,6.28,206.27,406.22
4750,5,2026-01-11,202.06,4.2,206.26,204.16
4750,6,2026-02-11,204.16,2.11,206.27,0.0
4751,1,2025-09-11,177.42,7.15,184.57,542.91
4751,2,2025-10-11,179.18,5.39,184.57,363.73
4751,3,2025-11-11,180.96,3.61,184.57,182.77
4751,4,2025-12-11,182.77,1.81,184.58,0.0
4752,1,2025-09-06,23.94,2.59,26.53,277.37
4752,2,2025-10-06,24.15,2.39,26.54,253.22
4752,3,2025-11-06,24.36,2.18,26.54,228.86
4752,4,2025-12-06,24.57,1.97,26.54,204.29
4752,5,2026-01-06,24.78,1.76,26.54,179.51
4752,6,2026-02-06,24.99,1.54,26.53,154.52
4752,7,2026-03-06,25.21,1.33,26.54,129.31
4752,8,2026-04-06,25.42,1.11,26.53,103.89
4752,9,2026-05-06,25.64,0.89,26.53,78.25
4752,10,2026-06-06,25.86,0.67,26.53,52.39
4752,11,2026-07-06,26.08,0.45,26.53,26.31
