loan_id,customer_id,application_id,origination_date,principal,term_months,apr,origination_fee_rate,origination_fee_amount,merchant_category,loan_status,default_date,principal_paid_total,outstanding_principal_end,orig_month,default_month
2677,4386,3761,2025-02-23,1172.0920795601644,4,0.12035416360400765,0.0067923979164777526,7.96,home_goods,paid_off,,1172.09,0.0,2025-02-01,
2678,2686,3762,2025-02-28,926.8080277616458,6,0.13058205862670944,0.004969477692846518,4.61,home_goods,paid_off,,926.81,-0.0,2025-02-01,
2679,3172,3763,2025-02-10,338.00584617703,6,0.12554299906611313,0.005754518982379328,1.95,groceries,paid_off,,338.01,-0.0,2025-02-01,
2680,1676,3765,2025-02-26,583.8883998681423,4,0.213334900695238,0.015340164399243034,8.96,auto,paid_off,,583.89,-0.0,2025-02-01,
2681,4467,3766,2025-02-15,568.1779936051365,6,0.1141044174972813,0.006109201465949972,3.47,groceries,paid_off,,568.18,-0.0,2025-02-01,
2682,6805,3767,2025-02-24,1528.6977161775533,6,0.11172827219327602,0.005002200938364152,7.65,fashion,paid_off,,1528.7,-0.0,2025-02-01,
2683,286,3768,2025-02-20,349.61040715353255,4,0.09867051864369765,0.0053814537680802535,1.88,groceries,paid_off,,349.61,0.0,2025-02-01,
2684,2722,3769,2025-02-16,803.1070376165044,4,0.13089990531993875,0.006306510815278383,5.06,fashion,paid_off,,803.11,-0.0,2025-02-01,
2685,3832,3770,2025-02-09,898.6576503898689,4,0.11947956311624366,0.006789231710085487,6.1,fashion,paid_off,,898.66,-0.0,2025-02-01,
2686,5460,3771,2025-02-19,695.1955355512522,12,0.11176208818886124,0.008055622442658483,5.6,education,paid_off,,695.2,-0.0,2025-02-01,
2687,4049,3772,2025-02-16,747.5418976726284,4,0.12235749647369695,0.006447167783501421,4.82,travel,paid_off,,747.54,0.0,2025-02-01,
2688,3989,3773,2025-02-28,420.5922969048452,12,0.1340621741923061,0.002923728766932109,1.23,education,paid_off,,420.59,0.0,2025-02-01,
2689,1140,3774,2025-02-14,524.0617390326175,12,0.122450922807721,0.00714296088490953,3.74,fashion,paid_off,,524.06,0.0,2025-02-01,
2690,1301,3775,2025-02-28,656.2181123475989,6,0.10869289095958913,0.005557538966076221,3.65,groceries,paid_off,,656.22,-0.0,2025-02-01,
2691,768,3776,2025-02-21,672.9670221407176,4,0.1192957393503474,0.0035918675628830803,2.42,services,paid_off,,672.97,-0.0,2025-02-01,
2692,2868,3780,2025-02-08,659.1311113358654,6,0.12357262764613673,0.0,0.0,travel,paid_off,,659.13,0.0,2025-02-01,
2693,6699,3784,2025-02-13,296.43157392747116,6,0.11212486673312295,0.005071060625345749,1.5,electronics,paid_off,,296.43,0.0,2025-02-01,
2694,873,3785,2025-02-22,301.43964529870345,4,0.11543889530539463,0.005709228140313123,1.72,home_goods,paid_off,,301.44,-0.0,2025-02-01,
2695,4912,3786,2025-02-20,740.5282729807396,6,0.1387837356882186,0.0045824313542396095,3.39,education,paid_off,,740.53,-0.0,2025-02-01,
2696,1674,3787,2025-02-04,293.82752763577145,4,0.1454172826360617,0.007123309351618242,2.09,fashion,paid_off,,293.83,-0.0,2025-02-01,
2697,3930,3789,2025-02-12,185.9183231837312,6,0.17224694091390877,0.01739044120262644,3.23,home_goods,active,,167.28,18.64,2025-02-01,
2698,2662,3790,2025-02-24,278.57703637792497,6,0.11338633278303265,0.0022122968168772463,0.62,electronics,paid_off,,278.58,-0.0,2025-02-01,
2699,6982,3792,2025-02-16,813.1617227535186,4,0.14435873794158316,0.01441402951755023,11.72,groceries,paid_off,,813.16,0.0,2025-02-01,
2700,4509,3794,2025-02-10,962.7463918812944,12,0.1227209755151395,0.0038246111648757917,3.68,groceries,paid_off,,962.75,-0.0,2025-02-01,
2701,1402,3795,2025-02-17,1220.8664422503696,12,0.1171575712542734,0.004789401889603736,5.85,electronics,paid_off,,1220.87,-0.0,2025-02-01,
2702,4362,3796,2025-02-05,361.4754420621365,12,0.13571347749235252,0.012548172070146347,4.54,auto,paid_off,,361.48,-0.0,2025-02-01,
2703,247,3797,2025-02-16,603.0550913587844,6,0.11599573694434707,0.00771128593665338,4.65,electronics,paid_off,,603.06,-0.0,2025-02-01,
2704,2055,3798,2025-02-23,354.20209601745813,6,0.10817574030141833,0.00434823735224625,1.54,fashion,paid_off,,354.2,0.0,2025-02-01,
2705,6738,3799,2025-02-07,769.6447524621798,6,0.1096658204696601,0.0051318344710494694,3.95,groceries,paid_off,,769.64,0.0,2025-02-01,
2706,3036,3801,2025-02-15,133.68907801000944,6,0.1873139682572226,0.016374479054115338,2.19,fashion,paid_off,,133.69,-0.0,2025-02-01,
2707,5821,3802,2025-02-03,495.8790262862068,12,0.2170511851674547,0.01166817401778808,5.79,fashion,active,,473.88,22.0,2025-02-01,
2708,1582,3803,2025-02-26,907.3496694670315,4,0.11493102990868884,0.004487728154520054,4.07,travel,paid_off,,907.35,-0.0,2025-02-01,
2709,4469,3804,2025-02-27,499.4343596685883,4,0.19424134818674632,0.015107987941668328,7.55,fashion,active,,431.41,68.02,2025-02-01,
2710,1144,3805,2025-02-19,755.4284076199156,6,0.14129822442713147,0.010246387072947935,7.74,home_goods,paid_off,,755.43,-0.0,2025-02-01,
2711,1056,3806,2025-02-28,1018.2446712566426,6,0.11614128782934394,0.008620803525817951,8.78,groceries,paid_off,,1018.24,0.0,2025-02-01,
2712,6027,3807,2025-02-23,1097.9458979315887,4,0.10410562311746327,0.0051700119816149165,5.68,services,paid_off,,1097.95,-0.0,2025-02-01,
2713,4801,3808,2025-02-04,524.9304212473113,4,0.11670385420514795,0.00485194421372236,2.55,fashion,paid_off,,524.93,0.0,2025-02-01,
2714,3017,3811,2025-02-23,287.8052103399624,4,0.20239891315494446,0.015355270093849618,4.42,education,paid_off,,287.81,-0.0,2025-02-01,
2715,565,3812,2025-02-19,459.9067758431322,4,0.11278161516729995,0.004256809941767094,1.96,travel,paid_off,,459.91,-0.0,2025-02-01,
2716,1747,3814,2025-02-08,796.6305474147767,12,0.11152548131159892,0.0033444332259774745,2.66,electronics,paid_off,,796.63,0.0,2025-02-01,
2717,1597,3815,2025-02-19,633.2513766567386,6,0.15142686034348438,0.003322795156541357,2.1,groceries,paid_off,,633.25,0.0,2025-02-01,
2718,1547,3816,2025-02-28,329.9046082890535,6,0.15298350955132062,0.012227481807637613,4.03,home_goods,paid_off,,329.9,0.0,2025-02-01,
2719,4210,3817,2025-02-21,723.8553921393608,6,0.10992918479174241,0.005137809665279315,3.72,fashion,paid_off,,723.86,-0.0,2025-02-01,
2720,5629,3819,2025-02-21,194.93276346596284,4,0.1989834649264309,0.01713632636407374,3.34,education,paid_off,,194.93,0.0,2025-02-01,
2721,677,3820,2025-02-12,444.1865194986912,4,0.10487294382885172,0.0051280016454760755,2.28,auto,paid_off,,444.19,-0.0,2025-02-01,
2722,5041,3823,2025-02-01,666.1287018730106,6,0.11607144867241233,0.006536117808299308,4.35,home_goods,paid_off,,666.13,-0.0,2025-02-01,
2723,4624,3824,2025-02-08,936.4495044033195,12,0.12475703722234403,0.005446143552395094,5.1,services,paid_off,,936.45,-0.0,2025-02-01,
2724,3726,3825,2025-02-19,605.1860955577968,6,0.15242375411249703,0.00968688193340465,5.86,fashion,paid_off,,605.19,-0.0,2025-02-01,
2725,1231,3826,2025-02-13,717.1243002931652,6,0.1231915766516379,0.002540940625091042,1.82,health,paid_off,,717.12,0.0,2025-02-01,
2726,6499,3827,2025-02-02,277.5994605430582,6,0.21214040601755474,0.016777867622972488,4.66,auto,defaulted,2025-07-31,89.31,188.29,2025-02-01,2025-07-01
2727,3356,3830,2025-02-11,812.4836457210092,4,0.1042315886367404,0.002933386025080915,2.38,auto,paid_off,,812.48,0.0,2025-02-01,
2728,3775,3831,2025-02-23,837.0668805820343,12,0.123842466057454,0.0016558483566545094,1.39,auto,paid_off,,837.07,-0.0,2025-02-01,
2729,4352,3833,2025-02-22,600.2122569472484,4,0.15212658618449576,0.011804712112037362,7.09,education,paid_off,,600.21,0.0,2025-02-01,
2730,192,3834,2025-02-07,1003.5073900547651,6,0.10669502972488472,0.007551014563138538,7.58,travel,paid_off,,1003.51,-0.0,2025-02-01,
2731,5230,3835,2025-02-17,1119.840038468961,12,0.12862484231769605,0.004360254804873821,4.88,groceries,paid_off,,1119.84,0.0,2025-02-01,
2732,2287,3837,2025-02-25,640.5865811777285,4,0.10459100133743489,0.002898943906553742,1.86,education,paid_off,,640.59,-0.0,2025-02-01,
2733,6034,3839,2025-02-25,555.6942738278548,4,0.12786677026516194,0.00709784643005437,3.94,fashion,defaulted,2025-07-24,221.58,334.11,2025-02-01,2025-07-01
2734,547,3840,2025-02-01,911.8652307362474,6,0.10015403753534945,0.004831720451810127,4.41,fashion,paid_off,,911.87,-0.0,2025-02-01,
2735,6429,3842,2025-02-25,482.7018185212827,4,0.1595564926302143,0.011771739858766703,5.68,groceries,paid_off,,482.7,0.0,2025-02-01,
2736,5062,3843,2025-02-22,448.9255763166792,12,0.12311342211472409,0.0021164947769853498,0.95,electronics,paid_off,,448.93,-0.0,2025-02-01,
2737,2815,3844,2025-02-27,301.23651581709754,4,0.1175611059758267,0.005096767522302874,1.54,fashion,paid_off,,301.24,-0.0,2025-02-01,
2738,1423,3845,2025-02-10,640.8316666225007,12,0.1129781540430792,0.0032263956807772366,2.07,electronics,defaulted,2025-09-08,253.8,387.03,2025-02-01,2025-09-01
2739,4148,3846,2025-02-16,512.629407309625,12,0.16600046139644417,0.008867152886985115,4.55,health,paid_off,,512.63,-0.0,2025-02-01,
2740,6369,3848,2025-02-12,551.676467554021,4,0.10836629980476012,0.0002818784567282656,0.16,fashion,paid_off,,551.68,-0.0,2025-02-01,
2741,1907,3849,2025-02-06,953.1979595957225,6,0.1350644164852188,0.007091630359188217,6.76,health,paid_off,,953.2,-0.0,2025-02-01,
2742,1830,3850,2025-02-11,1070.412152766472,4,0.11421273376894503,0.001239608050969823,1.33,groceries,paid_off,,1070.41,0.0,2025-02-01,
2743,1869,3851,2025-02-27,883.1948810658782,6,0.12384123255723509,0.00510189838636144,4.51,home_goods,paid_off,,883.19,0.0,2025-02-01,
2744,2144,3852,2025-02-12,720.6171045682735,6,0.12467917259259009,0.00244685104404054,1.76,auto,paid_off,,720.62,-0.0,2025-02-01,
2745,5574,3853,2025-02-05,986.0419204212235,4,0.15291867313213797,0.01592106337301617,15.7,fashion,paid_off,,986.04,0.0,2025-02-01,
2746,5633,3856,2025-02-06,669.2291715906595,4,0.13104966882442648,0.002300910938225676,1.54,health,paid_off,,669.23,-0.0,2025-02-01,
2747,1693,3857,2025-02-10,1010.8715782360733,4,0.11500229902698962,0.003265872175994285,3.3,services,paid_off,,1010.87,0.0,2025-02-01,
2748,4840,3858,2025-02-28,602.0219592816505,6,0.1363885202881698,0.007871746721145833,4.74,auto,paid_off,,602.02,0.0,2025-02-01,
2749,6977,3859,2025-02-06,435.21216816517864,4,0.17533744201453005,0.01285671293426834,5.6,fashion,paid_off,,435.21,0.0,2025-02-01,
2750,3838,3860,2025-02-03,662.8871437909827,6,0.12649753099308506,0.004135238254795281,2.74,auto,paid_off,,662.89,-0.0,2025-02-01,
2751,5725,3861,2025-02-12,719.5628609368332,6,0.15190820737148156,0.006650282006705994,4.79,education,paid_off,,719.56,0.0,2025-02-01,
2752,1728,3862,2025-02-02,423.62218718904154,4,0.1775099482919977,0.0190776376768772,8.08,home_goods,paid_off,,423.62,0.0,2025-02-01,
2753,5760,3863,2025-02-12,589.5872486762968,4,0.15155396186459308,0.011380028958615776,6.71,education,paid_off,,589.59,-0.0,2025-02-01,
2754,1338,3866,2025-02-09,373.0132292572873,4,0.11468350692729139,0.007718672910245104,2.88,fashion,paid_off,,373.01,0.0,2025-02-01,
2755,2373,3867,2025-02-19,1029.5263730627667,6,0.11223084937324267,0.006007337896622824,6.18,fashion,paid_off,,1029.53,-0.0,2025-02-01,
2756,6667,3868,2025-02-05,536.9321405077686,4,0.14175922854472783,0.012836131951575288,6.89,auto,paid_off,,536.93,0.0,2025-02-01,
2757,3832,3869,2025-02-28,665.3273118413211,6,0.1188080669200895,0.007452746224700152,4.96,travel,paid_off,,665.33,-0.0,2025-02-01,
2758,5115,3870,2025-02-09,759.3191572568647,12,0.144477970425345,0.01199471648615805,9.11,groceries,paid_off,,759.32,-0.0,2025-02-01,
2759,177,3871,2025-02-01,365.17409984662163,12,0.18935393434304032,0.018092195069714097,6.61,home_goods,paid_off,,365.17,0.0,2025-02-01,
2760,4997,3872,2025-02-01,1496.6268034134036,6,0.10971718372043157,0.005926327312856671,8.87,home_goods,paid_off,,1496.63,-0.0,2025-02-01,
2761,3468,3873,2025-02-25,698.9840917307318,4,0.13868892331688584,0.010263550530322102,7.17,home_goods,paid_off,,698.98,0.0,2025-02-01,
2762,655,3874,2025-02-04,1142.0039079435683,4,0.09984432741321675,0.004158647509482035,4.75,education,paid_off,,1142.0,0.0,2025-02-01,
2763,1099,3875,2025-02-08,661.1742116231025,6,0.1391593539339822,0.014161467689803602,9.36,education,paid_off,,661.17,0.0,2025-02-01,
2764,3616,3876,2025-02-04,512.1396363400698,6,0.11471510597370753,0.004432403050288045,2.27,groceries,paid_off,,512.14,-0.0,2025-02-01,
2765,3323,3878,2025-02-15,231.75604476800925,4,0.1887240153221334,0.016306881737926233,3.78,home_goods,paid_off,,231.76,-0.0,2025-02-01,
2766,5522,3879,2025-02-19,735.4143353740976,6,0.10344274139589586,0.003675811680788044,2.7,fashion,paid_off,,735.41,0.0,2025-02-01,
2767,1904,3880,2025-02-22,419.02225095140847,6,0.10604049303237557,0.0047059718639134536,1.97,groceries,paid_off,,419.02,0.0,2025-02-01,
2768,5343,3881,2025-02-01,319.7679477695874,4,0.16654390306934,0.01346722121435249,4.31,groceries,paid_off,,319.77,-0.0,2025-02-01,
2769,399,3882,2025-02-05,384.28043708063893,4,0.1182963114484704,0.006151235408705986,2.36,fashion,defaulted,2025-08-03,233.19,151.09,2025-02-01,2025-08-01
2770,5034,3883,2025-02-05,933.4853363383004,6,0.11470858434779353,0.005481273299710424,5.12,fashion,paid_off,,933.49,-0.0,2025-02-01,
2771,5802,3885,2025-02-03,409.75271050478017,12,0.12791202660776987,0.0039455805657599,1.62,travel,paid_off,,409.75,0.0,2025-02-01,
2772,4780,3886,2025-02-21,255.87334735649694,4,0.10422344408099174,0.004238256846794859,1.08,services,paid_off,,255.87,0.0,2025-02-01,
2773,5647,3889,2025-02-17,997.8592888025651,12,0.12008621849297084,0.005685893861947536,5.67,groceries,active,,993.43,4.43,2025-02-01,
2774,6619,3890,2025-02-08,366.00091743205724,6,0.16459165389394037,0.012400420584281783,4.54,education,paid_off,,366.0,0.0,2025-02-01,
2775,2028,3891,2025-02-13,654.9367799551185,4,0.10550935367690197,0.004748519930699726,3.11,electronics,paid_off,,654.94,-0.0,2025-02-01,
2776,3747,3892,2025-02-25,311.1313633583231,12,0.14940571153684576,0.012105022476378735,3.77,groceries,paid_off,,311.13,0.0,2025-02-01,
2777,1995,3893,2025-02-20,1143.8318478701967,4,0.10679248184391671,0.0060188928702909344,6.88,services,paid_off,,1143.83,0.0,2025-02-01,
2778,6542,3897,2025-02-08,1913.3971760628765,6,0.10919553490350173,0.004311539456036869,8.25,home_goods,paid_off,,1913.4,-0.0,2025-02-01,
2779,4032,3899,2025-02-11,430.40799040174,4,0.1536844833548025,0.00606034947498954,2.61,electronics,paid_off,,430.41,-0.0,2025-02-01,
2780,5794,3900,2025-02-15,623.4355396674591,4,0.10714200162713708,0.006751641447277792,4.21,fashion,paid_off,,623.44,-0.0,2025-02-01,
2781,1397,3901,2025-02-23,497.8647780609323,4,0.1108358740568464,0.003441715503777367,1.71,groceries,paid_off,,497.86,0.0,2025-02-01,
2782,4212,3903,2025-02-17,769.5991839357314,4,0.11971214543859009,0.005316837888340998,4.09,electronics,paid_off,,769.6,-0.0,2025-02-01,
2783,470,3904,2025-02-13,419.9321124546864,4,0.16092433526164213,0.00915425000931104,3.84,auto,paid_off,,419.93,0.0,2025-02-01,
2784,567,3906,2025-02-21,449.29755658105915,4,0.15118868138401909,0.010550642780605926,4.74,health,paid_off,,449.3,-0.0,2025-02-01,
2785,1920,3908,2025-02-11,1014.9716346194558,4,0.1461167081521914,0.005917483295159813,6.01,services,paid_off,,1014.97,0.0,2025-02-01,
2786,1822,3909,2025-02-13,215.48273561143776,4,0.15484972697244462,0.01305617362901747,2.81,travel,paid_off,,215.48,0.0,2025-02-01,
2787,2788,3910,2025-02-03,1003.1928519301522,4,0.1368344111041829,0.004923786353462204,4.94,home_goods,paid_off,,1003.19,0.0,2025-02-01,
2788,4282,3911,2025-02-27,411.23008909635314,4,0.101281428893555,0.004236065272869416,1.74,home_goods,paid_off,,411.23,0.0,2025-02-01,
2789,656,3912,2025-02-14,659.5031236387339,12,0.11697884664149652,0.0031376138005467452,2.07,groceries,paid_off,,659.5,0.0,2025-02-01,
2790,3653,3914,2025-02-22,670.8385190784054,6,0.13420157838320013,0.005828100479133749,3.91,travel,defaulted,2025-06-20,179.94,490.9,2025-02-01,2025-06-01
2791,5604,3916,2025-02-24,475.2405371351975,6,0.10936231594536734,0.0036006451247041008,1.71,fashion,paid_off,,475.24,0.0,2025-02-01,
2792,3328,3919,2025-02-24,487.5836148666336,4,0.19070595686753608,0.009415441850421376,4.59,electronics,paid_off,,487.58,0.0,2025-02-01,
2793,4255,3921,2025-02-04,631.9267895457374,12,0.15237485897958192,0.011018755740155557,6.96,travel,paid_off,,631.93,-0.0,2025-02-01,
2794,1584,3922,2025-02-11,344.6792363327404,4,0.15404962347120757,0.009093641906975912,3.13,education,paid_off,,344.68,-0.0,2025-02-01,
2795,5124,3923,2025-02-16,625.8082821187363,6,0.1116190368159283,0.006420354089342778,4.02,groceries,paid_off,,625.81,-0.0,2025-02-01,
2796,3997,3924,2025-02-12,684.882150511885,6,0.13996600698039646,0.010530044400698244,7.21,services,paid_off,,684.88,0.0,2025-02-01,
2797,1115,3926,2025-02-16,460.6139310681877,4,0.12842224699862922,0.006672726005480876,3.07,home_goods,paid_off,,460.61,0.0,2025-02-01,
2798,4687,3930,2025-02-10,587.8456207332748,4,0.16180784887882677,0.009390947066919059,5.52,electronics,paid_off,,587.85,-0.0,2025-02-01,
2799,6249,3931,2025-02-16,511.21195552861445,4,0.15554914269987977,0.01154847889874223,5.9,health,paid_off,,511.21,0.0,2025-02-01,
2800,4885,3932,2025-02-09,370.7940093518795,4,0.19173806937257254,0.01349506178629005,5.0,education,paid_off,,370.79,0.0,2025-02-01,
2801,5030,3933,2025-02-08,413.7833981501641,4,0.11568219768220872,0.005690379010657768,2.35,travel,paid_off,,413.78,0.0,2025-02-01,
2802,4614,3934,2025-02-03,370.13053457693405,4,0.12337929182221706,0.0025293489247682,0.94,electronics,paid_off,,370.13,0.0,2025-02-01,
2803,6520,3935,2025-02-22,720.6906200778733,6,0.11546891743028964,0.0028152860758978602,2.03,home_goods,paid_off,,720.69,0.0,2025-02-01,
2804,4990,3936,2025-02-07,544.0273879876055,12,0.1848392042844071,0.01777342202741033,9.67,education,paid_off,,544.03,-0.0,2025-02-01,
2805,4740,3937,2025-02-21,2304.498797836696,6,0.12714508659973098,0.006428582246479487,14.81,fashion,paid_off,,2304.5,-0.0,2025-02-01,
2806,1573,3939,2025-02-28,729.9824973691607,6,0.12456709604107881,0.002846223564696398,2.08,fashion,paid_off,,729.98,0.0,2025-02-01,
2807,911,3941,2025-02-01,144.23482683460227,6,0.13862988395784864,0.011598446371838302,1.67,health,active,,132.25,11.98,2025-02-01,
2808,1738,3942,2025-02-08,403.0556887296341,12,0.10561570138517314,0.0058700357740210755,2.37,services,paid_off,,403.06,-0.0,2025-02-01,
2809,6257,3943,2025-02-20,549.7674238053986,6,0.10458528932757104,0.0064500258443178264,3.55,travel,paid_off,,549.77,-0.0,2025-02-01,
2810,3752,3945,2025-02-04,1189.830552772577,4,0.1054508056602965,0.004921868063320115,5.86,groceries,defaulted,2025-07-03,293.57,896.26,2025-02-01,2025-07-01
2811,1134,3946,2025-02-16,232.65854008550156,4,0.21072001577246743,0.018829893278598672,4.38,education,paid_off,,232.66,-0.0,2025-02-01,
2812,487,3947,2025-02-25,1099.6568354675762,4,0.12899876127742282,0.0070451925269075216,7.75,fashion,paid_off,,1099.66,-0.0,2025-02-01,
2813,6732,3948,2025-02-15,1808.4150935564505,6,0.12421682301900763,0.004226566803806948,7.64,electronics,paid_off,,1808.42,-0.0,2025-02-01,
2814,5963,3950,2025-02-13,544.4148460726493,6,0.13494232289756977,0.010398784213078889,5.66,services,paid_off,,544.41,0.0,2025-02-01,
2815,4133,3951,2025-02-07,140.04781096283628,12,0.23033168342672683,0.015217180854974668,2.13,services,active,,135.88,4.17,2025-02-01,
2816,3110,3952,2025-02-23,1218.9622656467213,6,0.1174478039516224,0.0019863546788438558,2.42,auto,active,,1079.89,139.07,2025-02-01,
2817,4805,3957,2025-02-28,337.8164446714655,6,0.12504746409816367,0.004245015843064408,1.43,home_goods,paid_off,,337.82,-0.0,2025-02-01,
2818,6986,3958,2025-02-28,564.6738490939293,6,0.15531606779255963,0.007259842079866191,4.1,groceries,paid_off,,564.67,0.0,2025-02-01,
2819,4733,3959,2025-02-19,602.6790436162929,4,0.1426292814353238,0.008203252844035142,4.94,groceries,paid_off,,602.68,-0.0,2025-02-01,
2820,1521,3960,2025-02-11,546.2853623874048,6,0.1296118066038996,0.0026584743306057555,1.45,travel,paid_off,,546.29,-0.0,2025-02-01,
2821,6327,3961,2025-02-11,352.16402499253735,6,0.12427592976684479,0.0063452952612919125,2.23,travel,paid_off,,352.16,0.0,2025-02-01,
2822,6089,3963,2025-02-03,1087.1448360980303,6,0.1267370434283404,0.0064677900948581024,7.03,home_goods,paid_off,,1087.14,0.0,2025-02-01,
2823,2980,3965,2025-02-09,444.3483039929703,4,0.17810579655518505,0.015469635748442137,6.87,fashion,paid_off,,444.35,-0.0,2025-02-01,
2824,684,3967,2025-02-23,738.9237194084461,4,0.1226985825726635,0.005320322823005097,3.93,services,paid_off,,738.92,0.0,2025-02-01,
2825,1092,3968,2025-02-28,223.666100111345,4,0.15550006922329676,0.009983918051428651,2.23,electronics,paid_off,,223.67,-0.0,2025-02-01,
2826,6083,3969,2025-02-12,321.2319629590563,12,0.15108842140036424,0.011886418529327881,3.82,home_goods,active,,308.57,12.66,2025-02-01,
2827,1828,3970,2025-02-01,632.2975598578133,4,0.16182052251105916,0.008912670253228063,5.64,fashion,paid_off,,632.3,-0.0,2025-02-01,
2828,5427,3971,2025-02-07,303.7172955976497,6,0.11179281607092943,0.003973014473235682,1.21,electronics,defaulted,2025-07-06,49.45,254.27,2025-02-01,2025-07-01
2829,1879,3973,2025-02-04,815.7449576082198,6,0.21668364051970204,0.014733966775847316,12.02,fashion,paid_off,,815.74,0.0,2025-02-01,
2830,3904,3974,2025-02-19,580.6787052576238,6,0.11873019308824403,0.007177297246062694,4.17,services,paid_off,,580.68,-0.0,2025-02-01,
2831,4076,3976,2025-02-03,491.5860527154221,6,0.16892978041267356,0.01015834775361527,4.99,health,paid_off,,491.59,-0.0,2025-02-01,
2832,5968,3977,2025-02-25,405.05148357793695,6,0.14877889492911206,0.009637911546095699,3.9,home_goods,paid_off,,405.05,0.0,2025-02-01,
2833,3403,3978,2025-02-15,535.9590056064902,4,0.11334483089966427,0.007030494654042417,3.77,health,paid_off,,535.96,-0.0,2025-02-01,
2834,4950,3980,2025-02-28,408.38225528975806,4,0.16155158132311276,0.01111336127120536,4.54,fashion,paid_off,,408.38,0.0,2025-02-01,
2835,2539,3981,2025-02-18,597.8699043381625,6,0.11844015082117319,0.007853649898874162,4.7,fashion,paid_off,,597.87,-0.0,2025-02-01,
2836,6197,3983,2025-02-18,430.1099067735957,12,0.11533454574143946,0.0025558989658435883,1.1,home_goods,defaulted,2025-07-17,100.91,329.2,2025-02-01,2025-07-01
2837,165,3986,2025-02-20,1106.828030095757,6,0.11582625212833571,0.0017291686416850602,1.91,services,paid_off,,1106.83,-0.0,2025-02-01,
2838,1568,3988,2025-02-07,262.19677428824696,6,0.16620596772490237,0.006001465097212198,1.57,groceries,paid_off,,262.2,-0.0,2025-02-01,
2839,6643,3989,2025-02-15,511.98405915771457,6,0.1537513049277153,0.009734356515928851,4.98,electronics,paid_off,,511.98,0.0,2025-02-01,
2840,3451,3995,2025-02-12,517.1267179850092,6,0.13133029869060445,0.005173048674588522,2.68,home_goods,paid_off,,517.13,-0.0,2025-02-01,
2841,5589,3996,2025-02-28,611.2644257435581,4,0.10618506416458598,0.003955737974325665,2.42,electronics,paid_off,,611.26,0.0,2025-02-01,
2842,1726,3997,2025-02-09,441.31870445261364,6,0.11706630411578038,0.003157122881480418,1.39,fashion,paid_off,,441.32,-0.0,2025-02-01,
2843,5419,3998,2025-02-16,699.1203647581135,4,0.12032626231813114,0.005048149396285215,3.53,health,paid_off,,699.12,0.0,2025-02-01,
2844,1858,3999,2025-02-09,674.7329589449947,4,0.12878262290580333,0.00313528442930704,2.12,home_goods,paid_off,,674.73,0.0,2025-02-01,
2845,5625,4001,2025-02-17,514.8064239283111,12,0.18998175947049176,0.01342188676911716,6.91,home_goods,defaulted,2026-01-15,295.3,219.51,2025-02-01,2026-01-01
2846,573,4002,2025-02-17,205.02583368493728,6,0.241752527567846,0.017294679085839815,3.55,education,paid_off,,205.03,-0.0,2025-02-01,
2847,5861,4004,2025-02-14,1571.346034588093,6,0.11440380280264047,0.006241996345135115,9.81,home_goods,paid_off,,1571.35,-0.0,2025-02-01,
2848,3979,4005,2025-02-08,380.90640745165854,6,0.1128774860498531,0.003965962934544223,1.51,travel,paid_off,,380.91,-0.0,2025-02-01,
2849,5987,4006,2025-02-20,1696.108560639055,6,0.10407133148653581,0.005805521510036326,9.85,education,paid_off,,1696.11,-0.0,2025-02-01,
2850,5922,4007,2025-02-07,1071.6819629136278,6,0.13974352664123685,0.012148867446235338,13.02,electronics,paid_off,,1071.68,0.0,2025-02-01,
2851,3278,4009,2025-02-20,314.01468783010426,6,0.10613470586045258,0.0013856160404861757,0.44,services,paid_off,,314.01,0.0,2025-02-01,
2852,6313,4010,2025-02-02,708.5221046711508,4,0.1212416736321991,0.005825638691872931,4.13,auto,paid_off,,708.52,0.0,2025-02-01,
2853,3023,4011,2025-02-10,1013.579751788636,4,0.11616124595964901,0.005813048216385685,5.89,home_goods,paid_off,,1013.58,-0.0,2025-02-01,
2854,1916,4012,2025-02-05,816.0556845232271,4,0.10995481596685365,0.0048470135359447615,3.96,home_goods,paid_off,,816.06,-0.0,2025-02-01,
2855,5310,4013,2025-02-07,215.6907152911642,6,0.13931779155633014,0.00727563355672608,1.57,groceries,paid_off,,215.69,0.0,2025-02-01,
2856,5780,4015,2025-02-18,450.12704622293893,4,0.1596436653352033,0.012094860688726946,5.44,groceries,paid_off,,450.13,-0.0,2025-02-01,
2857,6614,4016,2025-02-17,808.0945316804676,4,0.11874825637478993,0.0035307313969847424,2.85,groceries,paid_off,,808.09,0.0,2025-02-01,
2858,4712,4017,2025-02-08,584.7508266345104,4,0.11070950420509422,0.007002099560241366,4.09,fashion,paid_off,,584.75,0.0,2025-02-01,
2859,6106,4018,2025-02-24,388.9630311434225,6,0.14961283316103682,0.014953419825294894,5.82,travel,paid_off,,388.96,0.0,2025-02-01,
2860,2524,4019,2025-02-18,978.6220613180277,6,0.13615926471797002,0.00564516004748625,5.52,home_goods,defaulted,2025-09-16,481.04,497.58,2025-02-01,2025-09-01
2861,621,4020,2025-02-03,485.08087116045823,4,0.11472055673222939,0.005777455365838173,2.8,home_goods,paid_off,,485.08,0.0,2025-02-01,
2862,6971,4021,2025-02-11,328.3331654300217,6,0.15946447288996504,0.005706784149923586,1.87,education,paid_off,,328.33,0.0,2025-02-01,
